Question,Intent,Answer
inaugural exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
starting time exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
foremost exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
1st exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
initiatory exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first off exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
number one exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
showtime exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
commencement exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
beginning exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
for the first time exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first of all exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first-class honours degree exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
firstly exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
start exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
kickoff exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
outset exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
number 1 exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
initiative exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
low exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first gear exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
get-go exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
low gear exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first base exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
offset exoplanet discovered,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet expose,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet give away,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet key out,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet get a line,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet see,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet disclose,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet let out,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet describe,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet key,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet get word,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet find,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet identify,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
first exoplanet distinguish,Exoplanet_Info,"The first confirmed exoplanet discovery was in 1992, orbiting a pulsar"
supernova,Supernova_Info,A supernova is a powerful explosion that occurs when a star reaches the end of its life
cause supernova,Supernova_Info,"A supernova occurs when a massive star runs out of fuel and its core collapses, or when a white dwarf in a binary system accumulates too much mass"
causal agency supernova,Supernova_Info,"A supernova occurs when a massive star runs out of fuel and its core collapses, or when a white dwarf in a binary system accumulates too much mass"
stimulate supernova,Supernova_Info,"A supernova occurs when a massive star runs out of fuel and its core collapses, or when a white dwarf in a binary system accumulates too much mass"
make supernova,Supernova_Info,"A supernova occurs when a massive star runs out of fuel and its core collapses, or when a white dwarf in a binary system accumulates too much mass"
crusade supernova,Supernova_Info,"A supernova occurs when a massive star runs out of fuel and its core collapses, or when a white dwarf in a binary system accumulates too much mass"
